Time (Sec);S1;S7;S49;S47;S25;S41;S46;S48;S24;S2;S51;S33;S34;S50;S35;S17;S26;S43;S18;S20;S11;S42;
0.0;19159.9999;19160.0;19160.0;19160.0;19159.9999;19159.9999;19160.0;19160.0;19159.9999;19159.9999;19160.0;19159.9999;19159.9999;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9999;19159.9999;19160.0;19159.9999;
0.10229466666666667;19159.984763199995;19159.985471199994;19159.92532399998;19159.92532399998;19159.984763199995;19159.984763199995;19159.981838999993;19159.92532399998;19159.984763199995;19159.984763199995;19159.92532399998;19159.984763199995;19159.984763199995;19159.92532399998;19159.985471199994;19159.985471199994;19159.985471199994;19159.985471199994;19159.984763199995;19159.984763199995;19159.87472719996;19159.984763199995;
0.20062800000000006;19159.984763199995;19159.985471199994;19159.92532399998;19159.92532399998;19159.984763199995;19159.984763199995;19159.94551699998;19159.92532399998;19159.984763199995;19159.984763199995;19159.92532399998;19159.984763199995;19159.984763199995;19159.92532399998;19159.985471199994;19159.985471199994;19159.985471199994;19159.985471199994;19159.984763199995;19159.984763199995;19159.799543199944;19159.984763199995;
20.01000000000002;19159.984663199994;19159.985471199994;19159.92532399998;19159.92532399998;19159.984763199995;19159.984763199995;19159.92735599997;19159.92532399998;19159.984763199995;19159.984663199994;19159.92532399998;19159.984763199995;19159.984763199995;19159.92532399998;19159.985471199994;19159.985471199994;19159.985471199994;19159.985471199994;19159.984763199995;19159.984763199995;19159.77698799994;19159.984763199995;
20.011666666666684;19159.984663199994;19159.985471199994;19159.92532399998;19159.92532399998;19159.984663199994;19159.984763199995;19159.92735599997;19159.92532399998;19159.984663199994;19159.984663199994;19159.92532399998;19159.984763199995;19159.984663199994;19159.92532399998;19159.985471199994;19159.985471199994;19159.985471199994;19159.985471199994;19159.984663199994;19159.984663199994;19159.77698799994;19159.984663199994;
20.01500000000002;19159.977144799992;19159.985471199994;19159.92532399998;19159.92532399998;19159.984663199994;19159.984763199995;19159.92735599997;19159.92532399998;19159.984663199994;19159.977144799992;19159.92532399998;19159.984763199995;19159.984663199994;19159.92532399998;19159.985471199994;19159.985471199994;19159.985471199994;19159.985471199994;19159.984663199994;19159.984663199994;19159.77698799994;19159.984663199994;
20.017500000000016;19159.977144799992;19159.985471199994;19159.92532399998;19159.92532399998;19159.977144799992;19159.984763199995;19159.92735599997;19159.92532399998;19159.977144799992;19159.977144799992;19159.92532399998;19159.984763199995;19159.977144799992;19159.92532399998;19159.985471199994;19159.985471199994;19159.985471199994;19159.985471199994;19159.977144799992;19159.977144799992;19159.77698799994;19159.977144799992;
20.024064000000017;19159.977144799992;19159.985471199994;19159.91805959998;19159.92532399998;19159.977144799992;19159.984763199995;19159.92735599997;19159.92532399998;19159.977144799992;19159.977144799992;19159.92532399998;19159.984763199995;19159.977144799992;19159.92532399998;19159.985471199994;19159.985471199994;19159.985471199994;19159.985471199994;19159.977144799992;19159.977144799992;19159.77698799994;19159.977144799992;
20.02489733333335;19159.977144799992;19159.985471199994;19159.910541199977;19159.92532399998;19159.977144799992;19159.984763199995;19159.92735599997;19159.92532399998;19159.977144799992;19159.977144799992;19159.92532399998;19159.984763199995;19159.977144799992;19159.92532399998;19159.985471199994;19159.985471199994;19159.985471199994;19159.985471199994;19159.977144799992;19159.977144799992;19159.77698799994;19159.977144799992;
20.027397333333347;19159.977144799992;19159.985471199994;19159.910541199977;19159.92169179998;19159.977144799992;19159.984763199995;19159.92735599997;19159.92169179998;19159.977144799992;19159.977144799992;19159.91805959998;19159.984763199995;19159.977144799992;19159.91805959998;19159.985471199994;19159.985471199994;19159.985471199994;19159.985471199994;19159.977144799992;19159.977144799992;19159.77698799994;19159.977144799992;
